573,KEDAR AGRICULTURE WORKS,0,0,1,0,0,0,0,0,0,0,0,0,1
574,KERALA AUTOMOBILES LIMITED,2,5,7,7,3,4,0,0,1,0,1,2,32
575,KESAR ROAD EQUIPMENTS(I) PVT LTD,0,0,0,0,0,0,0,0,0,0,1,0,1
576,KETO MOTORS PVT LTD,29,24,1,0,1,0,1,20,1,1,16,36,130
577,KGN,11,8,4,35,30,34,43,39,49,19,23,28,323
578,KGN INDUSTRIES,5,7,2,6,2,3,8,5,6,0,0,31,75
579,"KHAGESWAR AUTO BUILD WORKS,HALADIAPADAR,BERHAMPUR,GANJAM",1,0,0,0,0,0,0,21,0,0,0,0,22
580,"KHAGESWAR AUTO E.WS,BERHAMPUR",0,0,1,0,0,0,0,0,0,0,0,0,1
581,KHALSA  AGRO INDUSTRIES,0,0,0,0,0,0,0,9,6,7,3,20,45
582,KHALSAE-VEHICLES PVT LTD,163,132,208,256,264,325,361,339,387,407,403,468,"3,713"
583,KHAN ENGINEERING WORKS,0,0,0,0,1,1,0,4,17,0,8,0,31
584,KHEMRAJ AUTOMOTIVE INDUSTRIES,0,0,0,1,0,1,0,0,0,0,0,0,2
585,KHUSHI AGRO ENGINEERING,2,1,0,1,0,2,2,0,1,0,0,1,10
586,KIA INDIA PRIVATE LIMITED,"10,115","14,049","17,878","17,457","17,920","19,187","18,597","20,358","19,111","22,953","19,930","18,487","2,16,042"
587,KIA MOTORS CORPN,2,0,1,0,1,0,0,0,0,0,0,1,5
588,KINETIC GREEN ENERGY & POWER SOLUTIONS LTD,147,98,155,125,123,215,199,259,391,615,"1,318","1,152","4,797"
589,KINETIC GREEN ENERGY P SOL LTD,15,26,27,22,29,37,26,46,44,32,45,37,386
590,KINETIC MOTOR COMPANY LIMITED,8,0,0,0,0,0,1,0,0,0,0,0,9
591,KION BAOLI (JIANGSU) FORKLIFT CO.LTD,0,1,0,0,0,1,0,0,0,0,0,0,2
592,KION INDIA PVT LTD,71,63,79,59,82,69,76,53,75,48,75,68,818
593,KIRAN AGRO EQUIPMENTS,0,0,1,0,0,0,0,0,0,0,0,0,1
594,KIRAN AUTOMOBILE INDUSTRY,0,0,0,0,0,0,0,0,0,0,0,10,10
595,KIRTI SOLAR LTD,13,14,34,14,9,3,0,0,8,2,1,4,102
596,KISAN ENGINEERING,3,4,0,3,0,0,1,0,1,0,1,0,13
597,KISAN ENGINEERING WORKS,10,5,10,5,5,1,5,8,2,7,8,1,67
598,KISSAN AGRO INDUSTRIES,2,5,2,2,2,2,1,2,0,2,1,2,23
599,KISSNA ENGG WORKS,0,2,2,1,0,2,0,0,1,0,2,1,11
600,KK INDUSTRIES,0,0,0,0,0,0,1,0,0,0,0,0,1
601,KLB KOMAKI PVT LTD,183,242,324,351,365,360,344,249,236,191,289,362,"3,496"
602,KOBELCO LTD.,0,0,2,0,1,1,0,0,0,0,0,0,4
603,KOMATSU INDIA PRIVATE LIMITED,0,0,0,1,0,0,0,0,0,0,0,0,1
604,KOMATSU LTD JAPAN,0,0,0,1,0,2,1,0,1,0,0,1,6
605,KONE CRANE SWEDEN,0,0,0,0,0,0,0,0,0,0,1,0,1
606,KPT INDUSTRIES LTD,0,3,0,2,1,0,0,0,0,0,0,3,9
607,KPT MOTORS,0,0,0,1,0,2,0,1,4,1,2,4,15
608,KRANTI AUTOMOBILES LTD,0,1,2,0,0,0,0,0,0,0,0,0,3
609,KREIDLER,1,0,0,0,0,0,0,0,0,0,0,0,1
610,KRISHI ENGINEERING WORKS,0,0,0,0,0,0,0,0,0,0,0,3,3
611,KRISHNA AGRO ENGI,0,0,0,4,4,3,3,4,0,0,0,4,22
612,KRISHNA ENGINEERING WORKS,50,53,57,39,57,33,52,80,68,69,78,50,686
613,KRISHNA INDUSTRIES,4,13,7,7,5,5,4,3,4,2,7,11,72
614,KRISHNA VEHICALS,1,4,7,10,13,27,12,14,6,16,18,34,162
615,KRUP P,0,0,0,1,0,0,0,0,0,0,1,0,2
616,KRUSHI KISAN TRAILORS,0,0,0,0,0,0,0,0,2,0,0,0,2
617,K S AGRICULTURAL  INDUSTRIES,2,3,12,1,0,0,0,0,0,1,2,1,22
618,K.S. AGRICULTURAL INDUSTRIES PVT. LTD,3,16,16,6,6,8,7,6,10,8,22,21,129
619,K.S. AGROTECH  PVT LTD,14,3,2,14,5,1,1,4,5,9,9,12,79
620,K T ENTERPRISES,8,24,13,27,14,30,22,55,27,16,31,25,292
621,KUBOTA AGRICULTURAL MACHINERY INDIA PVT.LTD.,"1,441","1,506","1,942","1,266","1,414","1,668","1,703","1,483","1,446","1,401","1,759","2,385","19,414"
622,KUKU AUTOMOTIVES,40,13,37,8,12,46,17,44,12,23,50,38,340
623,KULAR AGRO WORKS,3,0,8,3,5,1,2,5,4,3,1,4,39
624,KUMAR ENGINEERING,117,167,54,59,1,56,80,133,199,114,131,228,"1,339"
625,KUSHAL AGRO IND,0,1,3,1,0,0,0,0,0,0,0,0,5
626,K. V. INDUSTRIES,0,0,0,0,0,0,4,2,4,1,1,0,12
627,KYTE ENERGY PVT. LTD.,0,0,0,0,0,0,0,0,0,0,0,18,18
628,LAISH MADISON MOTOR WORKS PVT LTD,0,0,1,0,0,0,0,0,0,0,0,0,1
629,LAKSHMI AUTO TRADERS,1,1,1,3,0,1,0,0,0,0,1,2,10
630,LAKSHMI MOTORS,0,0,0,0,0,0,1,0,0,0,0,2,3
631,LAKSHYA AUTO SALES CORPORATION,11,2,12,6,3,11,14,20,16,16,17,10,138
632,LAKSHYA MOTORS,1,0,0,0,1,1,2,4,0,0,0,0,9
633,LAL AGRO INDUSTRIES,0,0,1,0,0,1,2,0,1,0,0,0,5
634,LAL CHAND AGRICULTURE WORKS,1,0,5,1,1,2,0,0,0,2,1,0,13
635,LAMBORGHINI,1,0,0,1,0,0,1,0,0,0,0,0,3
636,LAWAT MOTORS LLP,20,52,37,18,26,50,25,21,18,26,24,79,396
637,LAXMI ENGINEERING WORKS,0,0,1,3,1,0,3,0,0,0,0,0,8
638,LAXMI E-RICKSHAW COMPANY,2,1,0,0,0,0,4,0,0,0,0,0,7
639,"LAXMI GOBINDA AGRO IND,BLS",2,0,2,2,5,1,1,0,1,0,2,0,16
640,L B AGRO PRODUCTS,0,0,3,14,11,12,0,0,0,0,1,4,45
641,LECTRIX E VEHICLES PVT LTD,207,178,349,963,745,"1,001",984,503,445,420,635,566,"6,996"
642,LEEBOY INDIA,0,0,0,0,0,0,0,0,0,0,1,0,1
643,LEXUS MOTORS LTD,0,0,1,0,0,0,0,0,0,0,0,0,1
644,LIEBHERR,6,6,2,4,0,2,1,1,0,3,0,5,30
645,LIEBHERR INDIA PVT LTD,0,0,11,6,9,2,0,2,1,0,1,3,35
646,LINDE,0,0,0,0,0,0,0,0,1,0,0,0,1
647,LIUGONG INDIA PVT. LTD,75,51,79,46,53,70,63,68,61,42,66,53,727
648,LIUGONG IND PVT LTD,1,2,1,1,2,1,4,0,1,1,0,1,15
649,LML LIMITED,2,0,0,0,0,1,0,3,0,0,0,0,6
650,LMP TRCTOR PVT LTD,1,0,0,0,0,0,0,0,0,0,0,0,1
651,LOCAL TRAILER MANUFACTURER,"3,708","3,966","4,721","3,503","2,907","3,904","4,038","3,299","4,185","3,897","4,841","4,584","47,553"
652,LOHIA AUTO INDUSTRIES,85,97,82,131,124,108,144,146,151,139,194,121,"1,522"
653,LOHIA AUTO INDUSTRIES LTD.,2,2,22,8,17,28,24,10,13,29,30,29,214
654,LORDS VEHICLE MFG PVT LTD,3,3,8,0,6,8,11,19,22,3,15,16,114
655,LOTAY AGRO TECH,1,0,0,0,0,0,2,1,3,0,0,2,9
656,LOTEY AGRICULTURE WORKS,0,1,6,2,0,0,0,2,2,2,0,2,17
657,LOTEY INDUSTRY,0,0,1,2,0,0,0,0,0,0,0,1,4
658,LOTUS CARS,0,0,0,0,0,0,0,0,0,0,1,0,1
659,LOVEJEET AGRO INDUSTRY,0,1,3,0,5,4,2,2,6,1,5,5,34
660,L & T CASE EQUIPMENT PVT LTD,6,1,6,4,1,7,1,3,3,1,3,2,38
661,L&T CONSTRUCTION EQUIPMENT LIMITED,23,27,26,18,27,30,32,21,19,14,24,36,297
662,L&T CONSTRUCTION MACHINERY LIMITED,0,0,0,1,0,0,0,0,0,0,0,0,1
663,M2GO ELECTRIC VEHICLE PVT LTD,0,0,1,0,2,0,0,0,0,0,0,1,4
664,M2J E VAHAN PVT LTD,2,10,6,0,3,5,13,0,8,3,0,0,50
665,MAA ADISHAKTI ENGINEERING,0,1,0,0,1,1,0,1,0,1,0,0,5
666,MAA ENGINEERING TRAILOR,11,11,14,17,10,4,6,13,8,6,8,7,115
667,MAA JAGADHATRI ENGINEERING WORKS,0,0,0,0,0,0,0,0,0,0,0,1,1
668,MAA KALPANA ENTERPRISE,3,2,2,0,1,1,1,0,0,0,0,7,17
669,MAA LUXMI E-VEHICLES PVT. LTD.,0,0,0,0,0,0,8,3,6,0,0,1,18
670,"MAA MANGALA ENGG,CTC",0,0,10,4,0,0,0,1,1,1,1,0,18
671,"MAA MANGALA ENTERPRISES,SNG",0,1,0,4,1,4,0,1,4,3,1,1,20
672,"MAA MANGALA MOTORS & ENGG,RKL",9,4,1,6,1,0,2,0,0,3,7,0,33
673,MAA SANTOSHI ENGG  KALAHANDI,0,1,0,0,1,0,0,0,1,0,1,0,4
674,MAA SHAKTI EXIM PVT LTD,200,199,228,143,182,245,304,273,305,248,315,223,"2,865"
675,MAA TARINI ENGINEERING,1,8,3,4,5,6,2,0,0,2,4,0,35
676,MAC AUTO INDIA,12,185,81,9,34,21,10,49,14,20,9,26,470
677,MAC INTERNATIONAL (IMPORTER: SEEKA E MOTORS),0,0,0,0,0,0,0,1,1,0,0,0,2
678,MACNEILL ENGINEERING LIMITED,0,0,0,0,0,0,0,0,1,0,0,0,1
679,MACONS EQUIPMENTS PVT LTD,1,0,0,0,1,1,0,1,1,0,1,3,9
680,MADHU AUTOMOBILES LTD,2,5,3,1,4,2,3,2,1,1,1,2,27
681,MAHABIR INDUSTRIES,2,3,0,5,5,0,2,0,2,2,2,1,24
682,MAHALAXMI ENGINEERING WORKS,0,1,0,0,0,0,0,0,0,0,0,0,1
683,MAHAVIR AGRO EQUIPMENTS,0,1,0,1,0,0,0,1,1,0,0,0,4
684,MAHAVIR TRACTOR AND IMPLEMENTS,1,0,1,0,3,8,0,1,16,13,1,4,48
685,MAHESH ENGINEERING WORKS,0,0,0,0,2,1,1,0,0,1,0,2,7
686,MAHI ENTERPRISES,9,2,0,6,5,4,10,7,3,14,13,7,80
687,MAHINDRA DEFENCE SYSTEMS LTD,0,2,6,0,0,4,1,4,0,3,4,3,27
688,MAHINDRA ELECTRIC MOBILITY LIMITED,927,796,"1,253","1,111","1,134","1,240","1,222","1,416","1,743","1,643","1,742","1,856","16,083"
689,MAHINDRA GUJARAT TRACTOR LIMITED,3,0,0,2,1,0,0,1,2,0,0,0,9
690,MAHINDRA & MAHINDRA LIMITED,"39,840","37,262","47,577","45,232","41,997","42,957","44,958","48,962","46,052","57,015","54,633","48,631","5,55,116"
691,MAHINDRA & MAHINDRA LIMITED (SWARAJ DIVISION),"9,340","8,428","10,803","8,078","8,797","9,653","10,551","8,184","8,784","9,491","13,250","12,927","1,18,286"
692,MAHINDRA & MAHINDRA LIMITED (TRACTOR),"13,015","11,381","14,116","10,714","11,978","13,204","14,313","11,701","12,770","13,027","19,099","19,382","1,64,700"
693,MAHINDRA & MAHINDRA LTD FARM MACHINERY DIVISION,0,0,0,0,0,0,0,0,1,0,0,0,1
694,MAHINDRA TWO WHEELERS LTD,0,0,0,0,1,0,2,1,1,0,0,0,5
695,MAHINDRA VEHICLE MANUFACTURER LIMITED,1,0,0,0,0,0,0,0,1,1,0,0,3
696,MAHTAB BODY MAKER,13,12,8,5,3,10,11,24,29,21,25,25,186
697,MAIT S.P.A,1,0,1,0,0,0,0,0,0,0,0,0,2
698,MAJESTIC AUTO LTD,1,0,0,0,0,1,0,0,0,0,0,0,2
699,MALI ENTERPRISES PVT LTD,15,7,6,2,5,15,26,24,15,6,8,4,133
700,MALIK ENGINEERING WORKS,0,0,1,2,2,0,2,0,1,2,0,0,10
701,MALKIT AGRO INDUSTRIES,0,1,0,0,0,0,0,0,0,0,0,0,1
702,MALKIT AGRO TECH PVT. LTD,26,51,35,22,22,19,31,55,46,21,29,58,415
703,MANISH EV INTERNATIONAL PRIVATE LIMITED,8,5,7,8,8,7,1,14,33,24,34,24,173
704,MANITA CITY MOTORS LLP,35,33,77,52,78,80,82,97,89,51,114,66,854
705,MANITOU EQUIPMENT INDIA PVT LTD,32,31,37,20,26,40,26,26,32,39,41,31,381
706,MANITOWOC INDIA LIMITED,0,0,0,0,0,0,0,0,0,1,0,0,1
707,MANJIT AGRO WORKS,0,0,1,0,1,0,0,0,1,0,0,0,3
708,MANKU AGRO TECH PVT LTD,13,109,211,84,83,42,74,65,93,46,119,179,"1,118"
709,MANKU AGRO TECH. PVT. LTD.,21,45,116,10,12,1,0,1,2,2,2,0,212
710,MANMOHAN KAUR,0,1,4,1,0,4,11,0,2,7,8,1,39
711,MANPREET AGRO INDUSTIRES NABHA,1,0,0,0,0,0,0,0,0,0,0,1,2
712,MANPREET AGRO INDUSTRIES,0,0,6,3,3,1,0,3,2,0,0,2,20
713,MAN TRUCKS INDIA PVT. LTD.,0,0,0,0,1,0,1,0,0,0,0,1,3
714,MARATHWADA KRUSHI UDYOG,0,0,0,0,0,0,1,0,0,0,0,0,1
715,MARATHWADA QUALITY TRAILER,6,2,21,9,6,6,1,4,10,18,4,0,87
716,MARINE NAVAIDS & SOLAR AUTO PVT LTD,1,0,0,0,2,2,4,1,2,0,2,0,14
717,MARKUS,0,0,0,0,0,0,0,0,0,0,2,0,2
718,MARSHAL TRACTOR & FARM EQUIPMENTS,0,0,0,1,0,0,0,0,0,0,0,0,1
719,MARTHWADA TRALIOR,3,0,0,0,0,0,0,0,0,0,2,7,12
720,MARUTHISAN PVT LTD,0,3,4,1,5,14,8,7,7,8,8,19,84
721,MARUTI INDUSTRIES,0,0,0,1,0,0,0,0,1,0,0,0,2
722,MARUTI SUZUKI INDIA LTD,"1,35,100","1,14,608","1,24,119","1,18,902","1,23,525","1,18,968","1,09,858","1,19,608","1,14,356","1,53,586","1,29,395","1,21,421","14,83,446"
723,MARUTI UDYOG LTD,44,40,56,38,40,35,46,52,28,33,39,24,475
724,MASERATI S.P.A,4,1,1,0,0,4,4,2,3,0,2,3,24
725,MASSEY FERGUSON LTD,80,38,77,17,41,43,92,70,6,0,9,0,473
726,MATCHLESS,1,0,0,0,0,0,0,0,0,0,0,0,1
727,MATHAROO BROTHERS AGRO TECH PVT LTD,0,0,0,0,0,0,0,0,0,0,0,1,1
728,MATHARU AGRO TECH,0,0,1,0,0,1,0,0,1,0,0,0,3
729,MATHARU ENGINEERING AGRI WORKS,1,4,3,6,3,1,1,2,2,1,4,3,31
730,MATHARU ENGINEERING WORKS,0,2,6,2,1,0,2,1,3,1,1,3,22
731,MAULIRAJ INDUSTRIES LLP,0,0,0,0,0,0,0,0,0,2,0,0,2
732,"MAYUR ENTERPRISES,BARIPADA",1,16,12,7,6,4,1,2,0,3,6,11,69
733,MB AGRO INDUSTRIES,0,0,2,1,1,1,0,0,1,0,1,0,7
734,MCLAREN AUTOMOTIVE (IMPORTER: INFINITY CARS),1,1,1,0,1,2,1,0,1,1,1,1,11
735,MEHAR AGRO ENGINEERING,0,0,0,0,0,0,2,3,1,0,0,0,6
736,MEHER FABRIC WORKS,0,0,0,1,0,0,0,0,0,0,1,3,5
737,MEHER TRAILERS PVT LTD,1,0,4,4,2,6,3,6,7,2,0,1,36
738,MERCEDES -BENZ AG,18,19,20,27,37,31,34,36,37,30,41,35,365
739,MERCEDES-BENZ INDIA PVT LTD,"1,016","1,012","1,314","1,033","1,023",948,"1,033","1,027","1,085","1,243","1,158","1,342","13,234"
740,MEW ELECTRICALS LIMITED,358,358,489,444,364,298,260,204,197,106,88,49,"3,215"
741,MG AUTOMOTIVES (BUS & COACH) PVT LTD,0,0,0,0,0,0,0,0,0,2,0,0,2
742,M G INDUSTRIES,0,0,3,7,2,8,5,13,4,7,7,8,64
743,M H AGRICULTURE WORKS,0,3,6,2,1,1,0,0,1,0,3,3,20
744,MIC INDUSTRIES INC,0,0,0,0,0,0,0,0,0,0,0,1,1
745,MINI METRO,24,23,23,35,29,29,47,52,27,34,39,22,384
746,MINI METRO EV L.L.P,465,530,643,638,752,936,"1,048",982,"1,167","1,197","1,231",900,"10,489"
747,MINSK TRACTOR (IMPORTER: ERISHA AGRITECH),0,0,1,4,1,1,3,7,4,0,0,0,21
748,MIRAKLE 5 AUTOMOBILES PVT LTD,0,0,0,0,0,0,0,0,2,6,3,7,18
749,MITSUBISHI MOTORS CORPORATION,0,1,1,0,0,0,0,0,1,5,0,0,8
750,M K BROTHERS,0,0,0,0,0,0,0,0,0,0,2,0,2
751,M K ENTERPRISES,0,1,1,0,0,0,0,0,0,0,0,0,2
752,M.K. ENTERPRISES,34,40,49,28,27,32,56,29,50,74,37,21,477
753,MLR AUTO LTD,17,33,30,63,81,77,78,88,106,82,104,87,846
754,MLR MOTORS PVT LTD,1,0,0,0,0,0,0,0,0,0,1,1,3
755,MODERN  AGRO  INDUSTRIES,0,0,3,0,0,1,1,0,0,0,0,0,5
756,MODERN INDUSTRIES,7,11,0,0,0,0,0,0,0,0,0,0,18
757,MOHAN GENERAL TRADING COMPANY,4,3,9,1,1,0,1,0,0,1,6,0,26
758,MOHIT INDUSTRIES,0,1,2,0,0,2,0,0,0,0,0,0,5
759,MONDAL TRADING,0,0,0,0,0,0,0,0,0,0,0,2,2
760,MOON AGRICULTURE & FABRICATION WORKS,0,0,0,0,0,0,0,0,0,0,0,2,2
761,MOTOROYALE KINETIC PRIVATE LIMITED,8,0,0,0,0,0,0,0,1,0,0,1,10
762,MOTRAC MOTORS PVT LTD,10,0,7,1,1,1,1,0,0,2,0,0,23
763,MOVE STONE SERVICES PVT LTD,7,2,2,13,28,41,74,120,91,135,176,136,825
764,M S AGRO INDUSTRIES,3,14,16,7,3,5,2,4,6,5,0,5,70
765,"M/S AJAY ENGINEERING WORKS EQUIPMENTS PVT LTD ,SAMBALPUR",1,4,1,4,0,0,3,0,4,1,2,4,24
766,M/S ASHOKA INDUSTRIES,9,6,7,2,3,3,3,0,1,1,0,2,37
767,M/S BHARAT TRAILERS,15,10,10,18,7,10,9,9,9,29,16,7,149
768,M/S CHAITANYA AGROS INDUSTRY AP312714372,0,0,0,0,0,1,0,0,0,0,0,0,1
769,"M/S CHUDHURY ENGG. WORKS,BAMRA,SAMBALPUR",0,0,0,0,0,0,0,0,0,0,1,0,1
770,M/S FAMOUS FABRICATORS,1,0,0,0,0,0,0,0,0,0,0,0,1
771,"M/S FARMAX EQUIPMENTS, SAMBALPUR",0,0,0,0,1,0,0,1,0,0,0,0,2
772,"M/S. GURUMAN ENTERPRISES, BHAWANIPATNA",0,0,0,0,0,0,0,0,0,1,0,0,1
773,M/S HOTA AGRO (TRAILER),0,0,0,6,1,0,0,0,3,1,0,0,11
774,M/S HOTA AGRO (WATER TANKER),0,0,1,0,0,0,0,0,0,0,0,0,1
775,M/S IRA INDUSTRIES,1,0,0,0,0,0,0,0,0,0,0,0,1
776,M/S JASRAJ AUTO AGENCY,0,0,0,2,5,5,5,0,0,0,0,0,17
777,M/S KASTKAR AGRO INDUSTRIES,8,9,10,3,1,1,2,0,6,3,7,12,62
778,M/S KISHAN TRACTOR,0,0,0,0,0,0,0,0,0,0,0,1,1
779,M/S K K AGRO INDUSTRIES,3,2,5,6,3,0,3,0,0,2,3,2,29
780,M/S LAKSHMI ENGINEERING WORKS,1,1,0,0,0,1,1,0,0,0,0,1,5
781,M/S LOHIYA AGRO INDUSTRIES,3,1,0,4,4,0,0,0,1,1,0,0,14
782,M/S MAA MANGALA INDUSTRIES,4,14,15,3,3,9,3,2,6,1,1,12,73
783,M/S NATIONAL STEEL AND WIRE PRODUCTS SAMBALPUR,0,0,0,0,0,0,1,0,0,0,1,2,4
784,M/S NELATARA FABRICATION,0,0,0,0,1,0,0,0,0,0,0,0,1
785,M/S NEW SHETKARI ENGINEERING WORK,2,5,11,4,8,3,0,3,6,1,1,1,45
786,M/S NEW SHIV SHAKTI TRAILORS,1,3,2,2,0,2,0,0,3,0,2,0,15
787,"M/S PATEL & SONS ENGINEERING WORKS,SAMBALPUR",0,2,2,0,0,1,1,0,1,1,0,2,10
788,"M/S PERFECT TECHNOCRAFTS & ENGINEERING,KENDRAPARA",2,0,1,0,0,0,0,0,0,0,0,0,3
789,M/S POWER TECH TECHNOLOGY,0,1,0,0,0,1,0,0,0,1,1,0,4
790,M/S PRADHAN AGRO ENGINEERING,1,2,0,0,0,0,0,0,0,0,0,0,3
791,M/S RAM AGRO MACHINARY,7,3,2,3,4,2,0,0,1,2,4,4,32
792,M/S R.K. ENGINEERING WORKS,0,0,0,0,0,0,0,0,0,2,0,1,3
793,M/S SAI AUTO ENGINEERING WORKS,5,0,0,2,1,0,1,1,0,0,2,0,12
794,M/S. SANJUKTA AGRO MART,1,0,0,2,1,1,0,0,0,0,0,1,6
795,M/S SARANGI MOTROS,1,33,10,17,16,10,6,17,8,9,16,6,149
796,M/S SCHWING STETTER (INDIA) PRIVATE LIMITED,33,40,41,52,54,58,61,48,36,49,55,61,588
797,M/S-SHRADHA INDUSTRIES,2,2,2,1,4,2,2,0,4,2,3,1,25
798,M/S SHREE SHYAM AGRO PRODUCTS,0,0,0,0,0,0,1,0,0,0,1,1,3
799,M/S SHRI DATTA WELDING WORKS,0,0,0,0,0,0,0,0,0,4,0,0,4
800,M/S SHRIRAM AUTO TECH PVT LTD,66,45,87,118,131,154,241,260,254,292,308,291,"2,247"
801,M/S SHUBHADA ENTERPRISE,0,0,2,1,0,0,0,0,0,0,0,0,3
802,"M/S.SOURAV ENTERPRISES,BHAWANIPATNA",0,0,2,0,0,0,0,0,0,0,0,0,2
803,M/S SRI BALAKRISHNA FOUNDRY&MECH WORKS AP178701111,0,0,0,0,0,1,0,0,0,0,0,0,1
804,"M/S SRI LAKSHMI GANAPATHI ENG WORKS,EG AP514553750",0,1,0,0,0,1,0,0,0,0,0,0,2
805,M/S SRISHTI AUTOMOBILES,0,1,1,0,0,1,0,0,0,2,0,0,5
806,"M/S SUBHAM ENGINEERING WORKSHOP, BALIAPAL, BALASORE",2,6,7,6,6,3,3,2,6,2,6,5,54
807,M/S SUPERIOR MANUFACTURING COMPANY,6,3,6,5,2,2,1,6,4,4,3,5,47
808,"M/S. VENKAT ENGINEERING WORKS, JAIPATNA",3,1,3,5,1,0,1,0,0,0,0,1,15
809,M/S VISHNU CLEAN ENERGY VEHICLES LLP,0,0,0,0,0,0,4,2,2,3,0,0,11
810,M/S YOGIRAJ ENGINEERING COMPANY,2,0,0,0,2,0,0,0,0,0,0,0,4
811,MULAG,1,0,0,0,0,0,0,0,0,0,0,0,1
812,MULTI DIMENSIONAL SOLUTIONS,0,2,5,0,3,0,0,0,0,0,0,0,10
813,MUNDE MECHANICAL WORKS,2,3,4,3,1,4,4,1,4,1,0,4,31
814,MV AGUSTA INDIA PVT LTD,0,0,0,0,0,0,0,0,0,0,0,1,1
815,MVM MOTORS PRIVATE LIMITED,0,0,0,0,0,0,0,0,0,0,1,0,1
816,MYTRAH MOBILITY PVT LTD,0,0,0,0,2,8,1,0,6,12,1,4,34
817,N0VA AUTOMOTIVE TECHNOLOGIES PVT. LTD,67,37,41,71,114,105,116,124,208,183,333,324,"1,723"
818,NABHKIRAN AGRO INDUSTRIES,0,0,0,1,0,5,0,0,0,0,2,0,8
819,NABH MOTORS PVT LTD,1,0,0,0,0,0,1,8,0,0,1,1,12
820,NABINA WELDING,0,1,0,0,0,0,0,0,0,0,0,0,1
821,"NAIK TROLLEY AND IMPL,SNG",3,4,2,2,44,36,17,27,10,2,31,116,294
822,"NAIK TROLLEY&IMPLS,BHEDABAHAL",1,0,1,0,0,1,1,1,1,2,0,1,9
823,NAMAH INDUSTRIES PVT LTD,0,1,1,1,0,0,0,0,1,0,0,0,4
824,NARENDRA INDUSTRIES,0,0,0,0,0,0,0,1,0,0,0,0,1
825,NARINDERA AGRO WORKS,0,4,6,1,3,0,2,1,2,0,0,1,20
826,NATIONAL ENGG WORKS,0,1,0,0,0,0,0,0,0,0,0,0,1
827,NAZAR SINGH & SONS,0,3,8,0,0,2,0,3,3,0,1,4,24
828,NBC ENGINEERING PVT LTD,0,2,1,0,1,0,0,0,0,0,0,0,4
829,NDS ECO MOTORS PVT LTD,3,7,4,0,1,2,3,5,1,0,0,2,28
830,NEEDLE EYE PLASTIC INDUSTRIES PVT LTD,26,22,44,44,68,36,40,39,85,42,61,35,542
831,NEELAM CYCLE,0,0,0,0,0,0,0,0,0,0,0,8,8
832,NEW ARCANA INDIA,64,70,88,81,92,99,136,129,157,169,153,93,"1,331"
833,NEW DEVE AGRO WORKS,1,4,7,7,5,1,4,2,4,1,3,1,40
834,NEW DURGA ENGINEERING,13,2,2,1,0,1,0,0,2,0,0,0,21
835,NEW FRIENDS INDUSTRIES,0,0,2,0,1,0,0,0,1,0,0,0,4
836,NEW GAHIR AGRO INDUSTRIES,2,6,22,7,1,1,5,5,11,0,5,3,68
837,NEW GOLDEN AGRICULTURE,0,0,0,0,0,0,0,0,0,1,0,0,1
838,NEW GURDIAL AGRO INDUSTRIES,0,0,0,0,0,0,0,0,2,0,0,0,2
839,NEW GURDIAL AGRO INDUSTRIES PVT LTD,5,23,37,10,12,5,7,3,11,5,3,23,144
840,NEW HIND AGRO PVT LTD,3,5,11,1,4,1,2,2,1,0,0,3,33
841,NEW HOLLAND CONSTRUCTION EQUIPMENT(I) PVT.LTD.,2,1,5,3,0,2,0,2,0,0,3,3,21
842,NEW HOLLAND FIAT INDIA PVT. LTD.,157,180,177,115,145,162,214,150,3,4,9,5,"1,321"
843,NEW JANTA QUALITY TRAILOR,0,0,0,0,0,0,0,0,0,3,0,0,3
844,NEW KISAN ENGINEERING WORKS,3,3,1,0,1,0,1,0,2,1,1,0,13
845,NEW MALLIKARJUNA ENG WORKS,63,112,131,62,163,179,120,74,59,47,24,10,"1,044"
846,NEW MARTHWADA QUALITY TRAILOR,6,3,8,4,1,1,1,0,2,11,5,0,42
847,NEW SANGMESHWAR TRAILORS & ENGINEERING WORKS,0,1,0,0,0,0,0,0,0,0,0,1,2
848,NEW SUPER QUALITY TRAILOR,5,12,9,1,3,2,1,2,7,4,34,5,85
849,NEWTON INDIA INDUSTRIES PVT LTD,0,0,2,2,0,0,3,0,0,0,1,1,9
850,NEW VIKAS AGRICULTURE,0,0,1,0,0,0,0,0,0,0,0,0,1
851,NGAGE WHEEL PVT LTD,0,4,1,1,2,0,0,0,0,0,0,0,8
852,NHD MOTORS,12,24,34,14,10,33,33,22,25,25,15,42,289
853,NIBE MOTORS PVT LTD,0,1,16,1,1,0,0,0,0,0,0,0,19
854,NICOLAS INDUSTRIES,0,12,0,0,0,0,0,0,0,0,0,0,12
855,NIKHIL AGRO ENTERPRISE,0,1,0,0,0,0,0,0,0,1,0,0,2
856,NINGBO LONGJIA (IMPORTER: ADISHWAR AUTO),0,0,0,0,0,10,42,39,32,26,33,26,208
857,NIPUN SANYANTRA PVT LTD,58,47,49,43,50,56,50,70,53,28,50,15,569
858,NIRMAL BROTHER,5,11,7,10,13,7,14,0,0,0,0,0,67
859,NIRMAL UTILITY SERVICES PVT LTD,9,9,8,2,1,2,28,4,4,6,3,1,77
860,NISIKI TECHNOLOGIES PVT LTD,4,2,25,18,21,29,16,14,10,7,7,14,167
